YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,DISTANCE,AIR_TIME,CANCELLED,DIVERTED,TAXI_OUT,TAXI_IN,FLIGHT_NUMBER
2014,5,2,AA,ATL,LAX,69,36,202,158,0,0,7,17,6314
2015,10,15,SW,LAX,DEN,101,125,853,186,0,0,18,7,7609
2015,9,13,AA,LAX,ATL,27,55,687,294,0,0,20,5,7282
2015,2,28,AA,ATL,ATL,13,67,2609,113,0,0,9,16,3128
2014,1,24,AA,ATL,ATL,40,129,976,289,0,0,7,13,3827
2014,10,12,AA,ORD,ATL,118,5,2966,49,0,0,17,22,569
2015,7,14,UA,ORD,LAX,65,54,2695,152,0,0,17,9,8418
2015,10,12,UA,DEN,ORD,33,40,446,261,0,0,6,23,2712
2014,12,15,SW,ORD,DFW,117,147,1562,182,0,0,7,22,668
2014,11,21,JB,DEN,ATL,82,117,1505,60,0,0,14,9,9087
2014,9,28,JB,DEN,ATL,45,107,446,154,0,1,17,14,7355
2014,5,22,AA,ORD,DEN,52,137,1809,205,0,0,13,11,8168
2014,11,25,DL,ATL,DEN,57,39,2095,194,1,0,14,20,5465
2014,4,13,AA,DFW,ORD,98,92,1818,161,0,0,29,5,1318
2015,4,3,DL,DEN,DFW,-4,62,2944,126,0,0,12,11,6902
2014,12,15,DL,ORD,DFW,-2,105,826,265,0,0,8,13,2812
2015,8,20,AA,ORD,DEN,79,142,975,45,0,0,9,15,1749
2014,1,28,SW,ATL,DFW,-9,128,650,189,0,0,15,9,7664
2014,1,18,DL,ATL,LAX,52,12,354,68,0,0,20,21,200
2015,8,6,AA,LAX,ATL,108,32,1527,272,0,1,21,15,4028
2015,2,15,AA,LAX,DEN,69,120,521,283,0,0,7,13,8385
2014,10,25,AA,ORD,ATL,29,130,1427,171,0,0,25,22,8747
2015,6,12,DL,ORD,DEN,49,-6,2345,86,0,0,27,11,3877
2015,2,2,UA,DFW,ORD,27,73,916,80,0,0,28,17,955
2015,5,5,DL,DFW,LAX,106,77,2264,169,0,0,12,16,503
2015,3,26,UA,ATL,LAX,43,96,420,178,0,0,9,16,5916
2014,7,17,UA,ORD,ORD,118,91,1842,158,0,0,18,11,4056
2015,9,13,SW,ORD,DEN,26,71,1669,275,0,0,21,12,1144
2014,2,28,JB,ORD,ATL,5,17,1943,128,0,0,19,18,7720
2014,7,13,AA,DFW,DEN,-4,41,1983,123,0,0,21,24,3270
2014,8,4,AA,DEN,ORD,12,136,2878,268,1,0,15,8,211
2014,10,16,DL,DEN,ATL,90,37,1843,76,1,0,7,24,9823
2015,8,8,JB,LAX,LAX,72,76,2727,72,0,0,11,5,5457
2015,7,3,SW,DEN,ATL,108,120,1801,236,0,0,16,21,8207
2014,12,20,AA,LAX,DFW,88,94,2069,203,0,0,5,6,4113
2014,4,2,DL,DEN,ORD,9,4,1112,244,0,0,7,9,614
2014,4,25,SW,LAX,ATL,42,118,222,32,0,0,17,13,3625
2014,10,21,JB,ATL,ORD,80,22,2332,282,0,0,18,13,6583
2015,9,3,DL,ATL,LAX,9,49,1602,37,0,0,14,8,655
2014,12,11,SW,DFW,ATL,66,129,1877,155,0,0,10,15,8888
2015,10,11,JB,DFW,ATL,119,-10,1613,220,0,0,10,13,8536
2014,9,10,AA,ORD,ORD,7,149,330,257,0,0,18,16,7326
2014,5,28,JB,ATL,ATL,114,34,2067,43,0,0,20,23,3441
2014,7,23,DL,DFW,ORD,63,143,2773,246,0,0,7,17,1347
2014,7,11,AA,LAX,ATL,45,72,922,99,0,0,26,7,1080
2015,9,17,UA,ATL,LAX,98,-9,1784,144,0,0,5,18,808
2015,12,25,DL,ATL,DFW,53,113,878,231,0,1,7,8,6790
2015,7,7,UA,LAX,ORD,26,-6,2555,112,0,0,11,6,7961
2014,8,1,JB,LAX,ATL,26,112,2044,253,0,0,18,21,6314
2014,7,20,SW,ATL,ORD,96,140,786,280,0,0,8,14,1851
2015,11,15,AA,ORD,DFW,6,101,2964,234,0,0,7,13,8387
2015,4,7,DL,ATL,DFW,28,98,2588,82,0,0,20,21,2563
2014,12,4,AA,ATL,ATL,3,64,2563,182,0,0,22,11,9881
2014,2,23,JB,ORD,LAX,93,104,2165,299,1,0,8,19,263
2015,3,3,JB,ATL,DFW,108,36,2532,181,0,0,29,15,2485
2014,7,20,SW,LAX,DEN,115,119,524,118,0,0,8,16,7842
2014,11,28,SW,DEN,LAX,109,70,2710,286,0,0,22,7,5446
2015,11,3,DL,LAX,LAX,40,48,1754,202,0,0,19,19,6173
2014,9,20,AA,ORD,ORD,94,4,2996,199,0,0,14,16,6822
2015,11,28,DL,ORD,LAX,119,40,1239,296,0,0,28,5,3770
2014,2,10,UA,ORD,DEN,-4,46,1789,222,0,0,29,6,2975
2015,7,3,JB,ATL,ORD,21,34,1898,273,0,0,22,16,2701
2014,4,26,UA,ORD,LAX,5,69,659,154,0,0,17,20,7824
2015,7,26,UA,LAX,ORD,17,68,2435,144,0,0,11,16,5403
2015,12,5,AA,LAX,ATL,86,6,1161,208,1,0,14,9,2844
2015,5,20,UA,ORD,DEN,5,-7,2075,284,0,0,20,5,7739
2015,7,19,UA,DEN,ORD,5,121,660,95,0,0,13,11,3892
2014,6,21,SW,ORD,DEN,62,89,2812,217,0,0,19,12,366
2014,2,10,DL,LAX,ATL,70,100,1996,211,0,0,26,24,4642
2015,12,9,SW,ATL,DFW,68,4,2427,226,0,0,11,24,6161
2014,7,11,AA,DFW,DFW,11,78,431,231,0,0,24,13,6366
2014,5,1,DL,DFW,ORD,56,109,2102,42,0,0,16,19,2014
2014,9,20,DL,DEN,DFW,89,115,678,111,0,0,29,20,9805
2014,11,13,JB,LAX,DFW,110,126,372,121,0,0,12,9,684
2014,1,23,JB,ORD,LAX,85,4,2562,212,0,0,12,19,1609
2015,1,4,UA,LAX,DEN,75,34,759,98,0,0,10,19,5939
2015,2,24,DL,ATL,ATL,24,120,2503,232,0,0,20,20,7786
2015,8,23,DL,DFW,ORD,101,113,2101,176,0,0,12,13,3689
2015,11,21,JB,ATL,LAX,3,90,2681,242,0,0,27,10,3861
2014,9,10,UA,LAX,ATL,98,20,389,99,0,0,7,18,6881
2014,11,4,JB,DFW,DFW,110,-2,1119,178,0,0,26,13,3823
2015,11,8,DL,ORD,LAX,27,128,1588,126,0,0,19,9,2487
2014,12,17,AA,LAX,ORD,43,-1,800,79,0,0,26,17,5454
2014,7,2,JB,ORD,ATL,100,88,414,110,0,0,26,9,295
2015,1,21,SW,DFW,DFW,112,79,1586,126,0,0,27,19,9737
2014,12,26,JB,LAX,DEN,56,89,2505,298,0,0,25,17,2678
2015,7,7,DL,DFW,ATL,113,108,1387,36,0,0,18,7,8522
2015,8,25,UA,DFW,DEN,14,94,1927,154,0,0,19,8,6703
2014,7,3,DL,LAX,ATL,61,83,2052,290,0,0,28,12,153
2014,12,21,UA,DEN,ORD,93,4,1248,294,0,0,13,18,7441
2015,5,11,DL,ATL,ATL,12,37,857,85,0,0,12,6,768
2015,12,18,SW,ORD,DEN,69,42,1890,284,0,0,17,10,5030
2014,7,6,SW,DFW,DEN,3,-5,625,62,0,0,9,15,2523
2015,10,22,UA,DFW,ORD,52,22,2361,287,0,0,21,19,7702
2015,11,20,SW,LAX,DFW,12,96,263,124,0,0,10,20,1881
2015,2,14,AA,ORD,DEN,-5,124,1699,200,0,0,8,18,9698
2014,9,13,AA,ATL,ATL,112,60,2582,84,1,1,15,21,3329
2015,2,2,SW,DEN,DFW,48,76,2372,92,1,0,25,6,3383
2014,2,16,JB,DFW,ATL,12,34,912,263,0,0,8,12,1680
2015,5,24,SW,LAX,DEN,88,90,2135,188,1,0,24,7,8145
2014,8,8,UA,DFW,DFW,25,30,1697,195,0,0,27,24,4220
2015,6,15,SW,DFW,ORD,52,59,1673,211,0,0,14,16,9115
2014,12,13,SW,DEN,DFW,100,52,2293,269,0,0,16,24,2021
2014,9,1,UA,ORD,ATL,78,-10,2018,188,1,0,29,17,8267
2014,6,2,AA,DEN,DEN,54,-9,2783,34,0,0,7,6,6750
2015,5,4,JB,DEN,ATL,45,91,638,72,0,0,27,17,3479
2015,1,13,DL,ATL,ORD,59,85,1649,85,0,0,21,20,9543
2015,8,12,JB,DFW,ATL,85,56,1931,152,0,0,17,13,6648
2014,3,12,DL,DEN,DFW,9,76,1672,274,0,0,18,21,8609
2015,12,1,SW,DFW,ATL,-9,52,1861,259,0,1,12,22,6762
2014,2,6,AA,ORD,DEN,10,33,1688,276,0,0,5,10,3973
2015,7,11,SW,LAX,DFW,-7,107,870,149,0,0,18,7,5305
2014,11,16,DL,DFW,DFW,45,83,1087,198,0,0,25,20,9708
2014,2,2,AA,ORD,DEN,-10,31,301,147,1,0,8,9,2834
2014,1,3,DL,ORD,ATL,113,47,1001,270,0,0,25,21,5525
2015,11,11,SW,DFW,DEN,1,92,404,80,0,0,21,5,6464
2015,2,9,DL,ATL,DFW,74,124,2160,140,0,0,24,7,4520
2015,6,7,AA,DEN,ORD,118,37,2448,162,0,0,11,15,9675
2014,2,4,JB,DEN,DFW,28,64,1329,151,1,0,8,9,8742
2014,1,28,SW,DEN,ORD,18,39,534,59,0,0,11,6,543
2015,1,10,DL,ATL,LAX,64,49,639,162,0,0,27,6,815
2015,4,1,DL,DFW,LAX,38,138,1517,85,0,0,9,20,7441
2015,8,13,JB,DEN,DFW,88,6,1798,280,0,0,16,17,9580
2014,6,4,AA,DFW,DEN,32,25,2432,168,0,0,5,22,5821
2014,4,26,UA,ATL,DFW,-4,147,2414,230,0,0,8,20,8561
2014,6,13,UA,LAX,ORD,106,63,252,251,0,0,19,20,178
2014,6,22,UA,ATL,DFW,30,3,426,97,0,0,16,20,162
2014,9,24,SW,ATL,ATL,105,138,2905,198,1,0,13,22,1409
2015,4,11,UA,ORD,ORD,62,61,366,255,0,0,15,9,7004
2014,6,25,UA,LAX,DEN,104,40,1487,101,0,0,13,24,4058
2014,10,15,JB,ORD,ATL,113,53,1935,199,0,0,29,9,9540
2014,1,13,UA,ORD,ORD,23,-5,2236,289,0,0,29,14,1167
2014,7,4,DL,DFW,ORD,91,19,2797,55,0,0,29,7,1404
2014,7,6,JB,DEN,ATL,92,45,740,219,0,1,20,10,8649
2015,11,2,DL,DEN,DFW,33,91,1796,248,0,0,22,6,7428
2014,1,2,SW,ORD,DFW,85,55,1236,281,0,0,6,21,3326
2014,8,6,JB,ATL,ATL,73,53,2557,280,1,0,22,10,6858
2014,5,25,DL,DFW,ORD,1,70,1010,290,0,0,8,21,3138
2015,9,3,DL,ORD,DEN,92,89,1831,43,0,0,25,22,1282
2015,8,20,AA,DFW,DEN,105,61,904,30,0,0,17,24,201
2015,3,27,AA,ATL,ATL,94,148,1779,52,1,0,13,7,4760
2014,1,25,AA,ATL,LAX,7,54,2890,292,1,0,22,7,514
2015,3,25,AA,ATL,ATL,0,122,1545,167,0,1,24,18,876
2014,2,11,UA,DFW,DFW,110,38,2898,125,0,0,7,5,3988
2014,2,15,SW,LAX,ATL,89,27,2713,102,0,0,12,14,8154
2015,11,21,UA,ATL,ORD,51,112,2158,73,0,0,26,14,4903
2014,4,9,SW,LAX,LAX,60,116,968,203,0,0,13,10,3377
2014,2,21,JB,ORD,DEN,82,37,1486,210,0,0,29,22,150
2014,8,21,SW,LAX,LAX,59,50,2657,216,1,0,25,16,3317
2015,5,7,UA,DFW,LAX,33,144,2078,94,0,0,14,17,938
2014,1,15,JB,LAX,ATL,7,109,2130,75,0,0,7,20,6102
2014,6,22,JB,DFW,ORD,37,37,802,295,1,0,24,12,4069
2015,12,10,JB,DEN,LAX,44,57,2115,161,0,0,16,20,4233
2014,7,11,AA,ATL,LAX,48,95,1811,261,0,0,11,10,3207
2014,1,23,UA,LAX,ATL,20,90,2396,243,0,0,24,11,7342
2015,12,26,AA,ATL,DEN,66,72,2594,228,0,0,26,7,6036
2014,3,2,DL,ORD,DFW,93,107,410,69,0,0,10,18,489
2014,9,14,JB,LAX,DEN,97,14,2521,256,0,0,23,7,4439
2014,7,16,JB,DEN,DFW,21,111,1014,246,0,0,8,22,9283
2014,12,9,JB,ORD,LAX,62,86,2637,252,0,0,27,5,4881
2014,4,22,UA,DEN,ORD,37,80,2257,66,0,0,13,17,5428
2015,6,25,JB,ORD,DFW,53,-10,2970,185,1,0,28,13,9677
2015,6,16,UA,DFW,DEN,111,3,657,247,0,0,16,5,6991
2015,12,1,DL,DFW,ATL,118,25,2118,212,0,0,10,18,2600
2015,3,2,DL,DFW,ATL,16,3,446,74,0,0,23,8,4272
2014,2,7,DL,ATL,DEN,57,6,1708,49,0,0,15,17,6975
2014,5,12,AA,DFW,LAX,-1,125,633,75,0,0,14,17,7763
2014,8,18,JB,ATL,LAX,72,-5,1265,125,0,0,12,13,2661
2014,3,6,DL,LAX,DFW,97,135,562,230,0,0,19,14,1961
2014,5,2,SW,ORD,ATL,-7,74,454,124,0,0,9,24,7693
2015,3,14,UA,DEN,DFW,-4,64,463,278,0,0,21,11,8420
2015,7,16,SW,ORD,ATL,19,81,2424,87,0,0,24,12,7334
2014,6,10,DL,ORD,LAX,97,87,1325,132,0,0,21,23,4900
2014,6,5,AA,LAX,DFW,48,27,2268,142,0,0,7,15,4164
2014,1,22,AA,DFW,DFW,108,95,2316,160,0,0,23,5,2469
2015,2,16,SW,ATL,DFW,64,87,1646,39,0,0,15,14,8936
2014,6,7,DL,ORD,DFW,69,126,2927,268,0,0,14,18,3770
2014,8,15,JB,ORD,DFW,85,88,354,281,0,0,8,16,3464
2014,5,13,UA,ORD,ATL,65,85,1199,100,0,0,21,24,4830
2015,12,17,UA,DEN,LAX,117,0,1413,50,0,0,15,13,6161
2014,2,18,AA,ATL,ATL,15,23,2129,95,0,0,22,16,1932
2015,5,18,SW,ORD,ATL,27,52,2920,249,0,0,13,22,5122
2015,9,17,DL,DEN,DFW,-1,106,1883,51,0,0,8,13,4465
2015,6,3,DL,LAX,ORD,105,17,213,171,0,1,6,16,4538
2015,5,12,JB,DFW,DFW,49,123,1767,57,0,0,14,20,4784
2015,10,6,JB,LAX,DFW,70,128,2985,213,0,0,19,24,3687
2015,6,12,DL,ATL,DEN,76,103,219,252,0,0,19,17,6644
2014,12,11,DL,ORD,DEN,9,144,1424,266,0,0,16,5,5234
2014,11,9,UA,ORD,ATL,88,56,1082,97,0,0,28,20,5550
2014,12,19,SW,DEN,ORD,28,5,2082,260,0,0,8,13,5430
2015,9,28,UA,ORD,LAX,56,10,910,107,0,0,17,16,9826
2014,7,19,JB,ORD,LAX,65,62,2921,268,0,0,9,7,7953
2015,10,2,AA,ORD,DEN,-6,7,644,81,0,0,25,23,3994
2015,3,13,DL,DFW,ORD,62,13,2682,136,0,0,23,17,4155
2015,10,18,DL,DFW,DEN,118,132,1059,32,0,0,23,24,783
2014,10,23,SW,ATL,ORD,41,64,2089,161,0,0,20,10,4641
2015,5,4,JB,ATL,DFW,93,144,754,147,0,0,21,7,3145
2015,4,22,DL,DFW,DFW,59,21,2377,131,0,0,16,7,7718
2014,11,24,UA,DFW,LAX,54,-3,1772,85,0,0,28,10,1090
2014,5,14,SW,LAX,DFW,25,98,238,244,0,0,15,24,2332
2015,8,14,DL,ATL,LAX,108,95,1732,254,0,0,13,8,616
2015,11,5,AA,DEN,LAX,104,28,2294,99,0,0,5,14,5823
2014,6,19,JB,DFW,LAX,31,82,1088,267,0,0,12,8,7726
2014,4,2,SW,DFW,DEN,90,122,1375,211,0,0,10,24,2581
2014,5,16,UA,ORD,ORD,39,140,2867,45,0,0,21,6,8449
2015,11,6,JB,ATL,LAX,31,144,1636,190,1,1,22,16,1862
2014,7,11,DL,DFW,ATL,35,50,291,219,0,0,23,21,3447
2014,8,12,AA,ATL,ATL,37,146,2355,284,0,0,24,12,3577
2014,5,24,UA,ORD,DEN,104,118,2500,77,0,0,19,16,5966
2015,2,13,JB,ATL,DFW,59,109,1539,230,0,0,27,10,3450
2014,6,27,DL,ATL,ATL,14,0,467,214,0,0,26,11,2520
2014,9,10,SW,ATL,DEN,54,-3,2726,63,0,0,15,8,8594
2014,3,14,DL,ATL,ATL,89,138,2456,218,0,0,16,13,319
2014,7,4,SW,DEN,ATL,115,13,1421,194,0,0,17,13,5377
2014,8,2,SW,ATL,DEN,111,55,1823,275,0,0,20,13,1309
2015,6,19,DL,DEN,ORD,117,91,1055,198,0,1,26,23,2048
2015,12,19,AA,DFW,DFW,107,21,653,94,0,0,17,8,8279
2015,3,15,SW,DFW,ORD,74,32,2552,126,0,0,22,22,9523
2014,1,9,SW,DEN,DFW,35,89,2368,248,0,0,7,15,8240
2015,3,26,DL,DFW,ATL,53,32,712,59,0,0,5,8,5913
2015,11,4,SW,LAX,DEN,51,-10,633,186,0,0,16,19,2663
2015,6,22,UA,ORD,DEN,81,106,2879,160,0,0,19,19,9717
2014,11,13,JB,ORD,ATL,43,38,2106,222,0,0,16,10,1577
2014,4,9,DL,ORD,ATL,23,104,2321,42,0,0,11,5,3388
2015,1,12,UA,ORD,DFW,49,135,1258,198,0,0,29,17,5717
2015,6,14,SW,DFW,ORD,51,99,601,248,0,0,28,6,5169
2014,1,26,SW,ORD,DFW,115,73,780,201,0,0,11,21,7757
2014,12,24,SW,ATL,DEN,119,109,509,30,1,0,20,21,3296
2015,8,12,JB,DEN,LAX,106,46,1164,214,0,1,22,16,6619
2014,3,25,AA,DFW,LAX,75,30,2459,45,0,0,6,24,4838
2015,3,22,DL,ORD,LAX,37,118,2659,109,0,0,6,8,6159
2014,1,13,UA,DFW,DEN,84,111,2743,227,1,0,14,16,9948
2015,3,18,AA,ORD,DFW,10,62,1394,71,0,0,5,14,2007
2015,7,5,DL,LAX,DFW,-6,-4,958,113,0,0,11,7,8631
2014,10,26,SW,LAX,DFW,85,68,2451,209,0,0,21,14,4254
2015,8,19,SW,DFW,ORD,48,5,1036,173,0,0,20,18,2349
2015,11,3,UA,LAX,LAX,17,118,2139,120,0,0,25,20,8316
2015,8,26,AA,ATL,ATL,87,43,2206,247,0,0,12,9,2189
2014,3,28,SW,ATL,DFW,106,78,1252,39,0,0,21,8,8514
2014,5,17,JB,DEN,LAX,28,114,578,63,0,0,17,19,6417
2014,1,27,DL,LAX,ORD,-6,128,2842,209,0,0,20,6,4163
2015,9,20,UA,DFW,ATL,78,116,463,204,0,0,11,21,9989
2014,8,7,JB,DFW,LAX,0,14,2280,54,0,0,22,24,2686
2015,10,3,UA,LAX,LAX,39,55,2394,245,0,0,18,17,5053
2015,2,7,DL,DEN,DFW,88,74,2113,139,1,0,16,10,1761
2014,10,6,AA,ORD,DFW,44,22,1887,71,0,0,20,24,9883
2014,1,14,JB,ORD,DFW,116,120,1721,92,0,0,9,11,5002
2015,4,28,SW,ORD,LAX,71,7,2418,143,0,0,9,18,9558
2015,9,1,UA,DEN,DEN,107,29,216,137,0,0,18,17,1829
2014,12,14,AA,LAX,ORD,36,9,2198,183,0,0,22,12,1159
2014,8,21,DL,DFW,DFW,24,101,558,68,0,0,14,24,6581
2014,3,27,SW,DEN,ORD,4,146,317,169,0,0,5,11,3292
2015,10,22,UA,DEN,LAX,9,94,2991,107,0,0,9,23,4211
2015,12,11,AA,ATL,ORD,113,87,659,30,0,0,21,10,4140
2015,6,9,DL,ATL,ATL,26,122,1155,221,1,0,15,16,4484
2015,12,10,AA,LAX,DEN,46,31,1933,215,0,0,7,15,8012
2015,9,22,DL,DFW,DFW,25,-3,967,56,0,1,14,18,8604
2014,10,11,SW,ORD,ATL,64,112,1272,298,0,0,13,24,387
2014,8,24,JB,ORD,ORD,60,139,2590,122,0,0,24,15,7053
2015,10,18,UA,ORD,LAX,16,118,254,105,1,0,21,22,576
2015,5,17,JB,ORD,ATL,53,-3,2075,218,0,0,23,5,1932
2014,12,14,SW,LAX,ORD,30,146,2911,66,0,0,29,23,7252
2014,12,17,JB,LAX,DEN,107,116,1405,32,0,0,28,22,906
2014,9,7,UA,ATL,ATL,69,-9,2466,239,0,0,29,6,9658
2014,9,8,SW,ORD,DEN,96,78,1241,208,0,0,23,11,903
2015,3,8,UA,ORD,DFW,58,50,432,247,0,0,21,12,5799
2014,12,28,JB,DFW,LAX,52,27,1490,100,0,0,22,13,6067
2015,8,19,AA,ORD,ORD,108,73,2604,229,0,0,23,6,7332
2014,4,5,AA,LAX,DFW,91,87,1517,273,0,0,27,15,302
2014,10,7,UA,ATL,DFW,-8,65,286,60,0,0,11,15,3741
2014,7,13,AA,DEN,DFW,-8,51,1048,167,0,0,23,5,9271
2015,10,15,UA,ORD,LAX,62,4,1878,265,0,0,13,5,5255
2015,8,14,JB,ORD,DFW,22,25,1107,259,0,1,29,14,5466
2014,7,25,DL,DEN,ATL,1,39,2541,71,0,0,6,22,9241
2015,5,21,SW,DEN,DFW,61,113,2255,297,0,0,24,5,7813
2015,11,15,JB,DFW,ORD,0,82,2644,31,0,1,18,10,1459
2014,1,14,DL,LAX,DFW,52,124,2556,274,1,0,29,11,7002
2014,12,13,JB,ORD,ORD,100,101,1079,92,0,0,26,12,230
2015,8,20,DL,DEN,ATL,116,84,918,132,0,0,7,15,3345
2015,5,4,UA,ATL,ORD,14,104,2351,223,0,0,26,7,5699
2015,3,22,SW,DEN,DFW,73,144,852,259,0,0,27,23,2818
2014,2,9,UA,DEN,LAX,45,143,2578,235,0,0,6,18,8128
2014,3,14,SW,LAX,LAX,87,146,1079,126,0,0,25,22,6498
2015,9,17,DL,ORD,DEN,60,13,1959,290,0,0,24,10,2507
2014,2,1,AA,DEN,DFW,94,18,1246,46,0,0,10,14,7906
2014,10,1,AA,DEN,DEN,50,116,200,212,0,0,20,15,2983
2015,1,4,AA,ORD,DFW,102,47,2240,108,1,0,24,6,2442
2015,2,20,AA,LAX,ATL,92,78,1629,276,0,0,21,13,1809
2014,2,27,JB,ORD,ORD,47,22,1438,105,0,0,24,13,645
2014,12,8,JB,LAX,ORD,102,139,1449,51,0,0,24,22,5377
2015,11,5,AA,DFW,LAX,94,92,2548,162,0,0,27,10,6461
2014,5,14,UA,ORD,LAX,-8,78,334,107,0,0,17,9,5007
2014,1,26,DL,DFW,ORD,31,66,1090,172,0,0,17,18,4636
2015,12,20,AA,LAX,DEN,39,60,330,299,0,0,11,11,6144
2015,10,24,UA,DEN,DFW,75,89,1565,77,0,0,16,8,7291
2014,8,23,UA,ATL,ORD,34,98,767,205,0,0,28,8,6344
2014,2,14,UA,LAX,LAX,5,93,2261,183,0,0,29,24,8959
2014,6,22,JB,DEN,DFW,40,7,742,141,0,0,6,16,2452
2015,5,2,SW,ATL,LAX,9,81,795,256,0,0,18,15,107
2014,2,21,JB,DFW,ORD,69,99,1827,210,0,0,24,9,5903
2014,10,12,AA,DEN,LAX,82,127,2701,171,0,0,15,6,2387
2015,12,18,AA,ORD,LAX,100,142,1023,40,0,0,19,12,6971
2015,1,6,AA,ORD,LAX,90,-6,2200,272,0,0,20,22,8432
2014,6,9,DL,ORD,ORD,88,55,1591,294,0,0,21,20,2933
2015,6,9,DL,DEN,ATL,56,-2,2729,266,0,0,18,20,3879
2015,3,22,SW,LAX,ATL,79,59,2088,93,0,0,29,11,4450
2014,8,4,JB,DFW,LAX,-8,134,2763,156,0,0,10,22,5188
2015,9,10,UA,DEN,LAX,19,106,1676,101,0,0,14,15,4865
2015,3,12,JB,ATL,ATL,24,11,1210,283,0,0,13,14,3268
2014,9,25,AA,DEN,ORD,51,144,1762,161,0,0,18,21,6862
2015,8,21,SW,DEN,ORD,99,95,448,43,0,0,17,16,6635
2014,5,8,DL,DFW,DFW,63,57,2618,201,0,0,10,22,6966
2014,6,28,SW,LAX,DEN,65,68,1886,259,0,0,28,24,3165
2015,12,25,UA,LAX,ORD,101,57,1192,296,0,1,26,8,5344
2015,12,21,SW,LAX,DFW,36,34,2273,165,0,0,21,11,264
2015,12,22,SW,LAX,ATL,-2,146,1418,218,0,0,21,10,5364
2014,1,20,SW,DFW,LAX,74,18,2913,194,0,0,28,9,3849
2015,5,16,AA,ATL,DEN,78,130,2569,155,0,0,21,13,4408
2014,10,12,UA,DEN,LAX,119,4,2146,120,0,0,29,17,5818
2015,10,17,DL,ORD,LAX,39,130,651,31,0,0,20,7,589
2015,12,17,JB,LAX,LAX,115,123,2999,65,0,0,10,18,6236
2015,7,21,DL,DFW,ORD,55,32,2658,141,0,0,13,16,9710
2014,1,19,SW,DEN,ATL,111,100,2819,205,0,0,15,14,1992
2015,10,7,SW,LAX,LAX,77,125,940,291,0,0,15,9,2241
2015,9,20,JB,LAX,DEN,32,4,2300,121,0,0,6,11,2590
2014,7,4,UA,DEN,ORD,25,2,2967,148,0,0,13,16,5390
2014,4,20,SW,DFW,ATL,112,119,2523,204,0,0,12,18,3811
2015,11,22,AA,LAX,LAX,104,129,955,121,0,0,21,21,4621
2015,4,9,AA,ATL,LAX,98,-3,2946,89,0,0,13,21,5235
2015,11,28,DL,DEN,ATL,62,45,2599,263,0,1,25,5,7781
2014,10,12,AA,DEN,ORD,23,-4,1189,203,0,0,8,20,4656
2014,7,13,DL,DFW,DFW,73,54,777,82,0,0,15,9,4353
2014,6,9,SW,DFW,DFW,87,114,2407,190,0,0,19,17,8673
2014,3,11,AA,LAX,ORD,75,95,2030,266,0,0,22,15,7906
2015,9,5,AA,DEN,DFW,73,1,2331,172,0,0,27,18,3145
2014,6,27,JB,DEN,LAX,61,107,2689,142,0,0,19,6,3336
2014,11,8,DL,DEN,ORD,73,125,2109,233,0,0,25,9,2266
2014,2,20,JB,DEN,DFW,52,55,1183,161,0,0,24,6,1709
2015,10,12,UA,DFW,DEN,85,9,2444,192,0,0,18,9,4920
2015,12,24,JB,DFW,ORD,47,53,378,44,0,0,14,24,5819
2014,2,16,AA,DFW,LAX,22,84,2988,56,0,0,29,9,8338
2014,1,10,AA,DEN,ORD,84,111,2892,137,0,0,26,5,9672
2015,11,15,UA,DEN,ATL,47,-3,2346,240,1,0,29,20,7573
2015,5,25,DL,DEN,ORD,61,-6,783,172,0,0,14,12,3166
2015,10,12,DL,ATL,LAX,-5,33,1560,124,1,0,8,20,435
2015,6,24,DL,DFW,DEN,109,88,1514,135,0,0,10,16,2032
2015,3,24,UA,DFW,DEN,9,11,1277,122,0,0,15,18,4745
2015,4,14,SW,ORD,LAX,90,143,2489,151,0,0,12,21,2444
2015,5,25,SW,ORD,ATL,22,84,450,206,0,0,8,9,9438
2015,4,13,UA,DFW,ATL,-2,-1,2009,274,0,0,6,14,4899
2014,9,16,JB,ORD,ORD,25,84,1303,33,0,0,25,12,2520
2014,12,10,UA,ATL,DFW,6,47,1132,58,0,0,13,14,2815
2014,3,8,SW,LAX,DEN,89,144,1440,121,0,0,8,13,7282
2014,5,20,SW,DFW,ORD,24,27,1096,286,0,0,16,8,9196
2014,7,14,JB,DEN,DFW,33,111,1626,260,0,0,27,6,3317
2014,12,5,AA,ATL,ATL,64,107,750,42,0,0,24,24,1536
2015,12,26,AA,ORD,ATL,1,94,2796,282,0,0,29,12,1893
2015,7,6,AA,ATL,LAX,4,129,1736,230,0,0,7,7,578
2014,6,21,DL,ATL,ORD,8,17,2836,175,0,0,9,17,2157
2014,9,9,SW,DFW,ATL,14,-8,2943,257,0,0,6,10,2681
2015,7,13,UA,ATL,DEN,89,23,2609,291,0,0,13,7,593
2015,11,13,JB,ATL,ATL,31,100,1358,107,0,0,27,24,5891
2015,4,2,SW,ORD,LAX,-6,147,2979,129,0,0,5,10,7148
2014,11,22,AA,ATL,DFW,34,147,1707,57,0,0,17,16,6600
2015,10,13,JB,LAX,ATL,67,53,836,277,0,0,23,18,5925
2014,9,26,UA,LAX,ORD,7,-8,1653,142,0,1,10,6,2498
2014,6,2,SW,ATL,DEN,-10,136,2101,48,1,0,29,14,4616
